Czy wykonywal zadanie;Eeg Power Delta;Eeg Power Theta;Eeg Power Low Alpha;Eeg Power High Alpha;Eeg Power Low Beta;Eeg Power High Beta;Eeg Power Low Gamma;Eeg Power High Gamma;Attention Level;Meditation Level
1;472546;18001;8344;7607;9824;8883;4884;1049;50;44
1;1688326;514022;152027;73826;101081;68480;41387;9403;57;43
1;1025678;155766;6133;5739;5574;16996;4578;913;57;43
1;343717;64841;10313;33156;45692;13252;9401;2058;63;53
1;1180962;460563;451013;11173;212060;72680;19927;5800;53;61
1;453587;147791;7579;14482;5951;6539;11179;6779;37;47
1;713973;137503;72820;19210;24940;19964;10647;4409;35;51
1;201767;40162;25389;2195;4594;5587;3727;1776;30;57
1;140577;163446;36708;6035;20399;10962;17120;3966;27;44
1;669981;54372;26199;5011;2886;8267;10437;4791;37;60
1;2071318;100736;6879;23323;8940;5061;29127;3106;29;51
1;616261;15583;880;13495;4565;4370;5639;1237;37;54
1;574005;264730;31996;18973;29043;20198;22068;4401;38;50
1;1472079;84102;11879;18208;20152;7597;9986;4987;35;43
1;1283114;104290;25186;46679;20339;58404;43461;25660;54;48
1;753705;282912;7107;40693;65502;11064;14494;6989;41;29
1;1509601;91184;20048;29944;13667;19192;27794;1506;48;40
1;1220386;80409;80408;29930;43833;30309;16728;2831;54;51
1;1642616;105734;56593;34866;12786;24473;43218;31408;44;57
1;1742944;204944;8026;17003;20931;17308;81975;6766;51;54
1;1073834;229293;43939;25364;19100;22742;77223;11628;47;50
1;242585;26312;23712;15604;6086;6713;6613;2629;41;53
1;266971;49249;26943;12410;11087;11103;9924;2616;43;51
1;284921;203148;109109;16353;20711;50116;9480;4076;50;67
1;672034;343305;53799;42086;161749;52465;20772;791;53;63
1;921185;70458;37721;12371;9089;10901;11376;954;51;56
1;768864;209760;137802;55014;124578;19838;16384;2052;43;56
1;1102668;15380;5748;8880;1473;1721;1137;384;35;61
1;1337533;458462;235450;24712;73487;26615;53369;10462;26;75
1;593777;54563;3100;5333;1168;5122;2320;1147;24;60
1;1016678;224118;19827;35654;10095;9142;19108;3748;21;50
1;564200;362222;22086;14183;56523;47827;101812;25035;27;23
1;226799;199986;21407;8748;17498;18638;16664;5270;35;8
1;381572;7562;2737;2868;3491;980;996;165;35;20
1;2189738;62575;41225;12357;16603;5832;5410;1637;38;34
1;2366253;209156;343937;13709;33633;27952;36943;11147;29;64
1;1213312;453706;19859;12158;20650;26316;23056;10495;26;56
1;213986;24985;3551;1557;1191;2937;1891;693;27;44
1;286984;185716;51455;27392;26596;30289;115521;30569;35;37
1;2023436;721378;33701;87108;104444;18190;49719;16777;27;13
1;786482;296734;30826;35680;8929;12726;8400;1776;24;27
1;521539;7614;3173;1427;1591;1097;1331;381;24;27
1;896940;146263;25194;9220;8295;5228;24074;8771;14;30
1;2832951;314702;65617;63339;77551;47610;17165;3861;14;29
1;613390;23223;5419;2094;2629;1747;5254;601;14;29
1;1377072;82266;10939;30692;14904;19428;19924;12024;30;40
1;1920998;408975;260112;23533;77874;51183;28126;27121;38;50
1;816982;253092;16642;24448;20442;9923;10191;4627;38;44
1;3356705;457177;21184;140344;19495;21620;8286;3668;27;44
1;1869391;75686;27835;69472;47188;107333;25586;5830;27;44
1;747386;184978;183703;194291;133291;42551;50237;7567;23;56
1;84339;11138;1071;2311;614;463;354;71;23;56
0;679024;210594;31288;22150;4280;17430;15936;6250;21;47
0;1796063;268840;81689;31306;25148;16851;10395;3371;24;56
0;1865160;84393;49889;78147;4505;37262;10675;2053;41;70
0;555586;44641;32202;21527;39109;23709;2797;774;41;70
0;927605;31394;7248;7852;3458;2178;602;385;41;70
0;1262126;402164;200310;145444;100506;51141;13283;4328;41;64
0;595997;110314;11026;28388;20341;11923;4696;1209;43;66
0;425453;63729;15588;5447;1223;5709;1338;620;43;66
0;1834344;155485;118363;16270;10379;29275;14881;3641;50;77
0;604208;97062;86814;41991;12359;56991;3862;1755;50;77
0;137650;4379;757;1624;959;657;149;127;50;77
0;2039271;382231;184455;75196;27449;28016;7187;1110;37;69
0;509546;88992;45352;11556;14634;8675;718;468;37;67
0;753813;195409;41532;12497;17825;12989;2708;2219;30;66
0;568892;36872;15730;8551;6715;3093;938;312;26;61
0;338127;61246;25206;21852;12085;14698;10097;2909;37;61
0;529859;89382;29819;26386;4522;11285;2972;946;38;61
0;1001514;265087;52409;101402;5937;12185;4851;1568;35;70
0;1784468;405273;29306;271882;86294;139707;31057;30208;35;70
0;1799109;344059;41136;89497;41085;21048;10039;3753;34;66
0;177569;18103;7039;6169;3218;1234;944;376;21;66
0;630617;46796;68600;33385;44989;20433;4168;2208;24;74
0;823938;83562;18214;30332;12171;35543;2426;597;24;74
0;1716004;279750;45128;67368;28416;8548;3741;2297;23;67
0;345859;122016;58307;46297;22025;18144;9217;7141;27;75
0;764346;352297;36792;96091;40640;38921;13007;8353;35;69
0;301017;20487;6602;2905;2333;816;234;214;35;69
0;537473;253359;16734;15307;15356;17957;7861;874;29;47
0;319883;40600;8893;13547;22727;14716;922;724;29;47
0;829828;126270;87694;7796;18659;11307;4298;942;37;51
0;624654;240518;205572;131984;313139;436025;69034;12884;56;43
0;539869;3452;7761;1249;2223;1120;531;220;56;60
0;704569;635659;191371;85698;123952;156752;8166;11563;56;60
0;1190346;179386;85320;87795;80580;59609;11164;5457;66;78
0;888114;6950;2514;4515;4003;8740;1832;319;66;78
0;246071;30403;4694;5813;3204;1469;826;234;63;69
0;1061499;589859;297341;59181;61787;39075;9594;2058;37;75
0;1710419;303940;54883;21964;30262;14110;1758;4967;27;54
0;230396;19708;5153;3563;9321;16587;4295;830;40;41
0;157283;70177;827;5732;10076;7978;7490;864;50;26
0;523005;426973;70779;33417;47615;15445;21899;1563;47;16
0;1005135;78029;18222;28042;25910;23699;8832;3017;60;21
0;756225;115919;7808;18736;10993;21916;3395;1773;48;20
0;172249;22536;2489;2496;2413;643;286;214;35;29
0;683970;102831;46931;14718;24119;13417;3601;2438;43;40
0;111499;3038;1334;5529;853;2125;552;56;47;53
0;607788;50250;13564;9411;9705;4334;2173;448;38;61
0;568073;8425;3454;634;1429;1450;209;168;38;61
0;553628;186422;34427;14933;19689;6860;2767;883;40;64
0;788058;26533;3240;6545;4735;6788;2633;1084;48;57
0;132437;40148;15847;5846;9412;4672;4075;638;38;44
0;128009;43499;23864;5202;10139;3364;1977;1135;38;44
0;560489;42114;23510;869;14008;17568;8609;657;38;44
0;1537910;70456;18148;10895;23518;11813;2041;2017;38;44
0;627660;119221;18008;44419;38746;21032;16920;16462;38;44
0;1398505;953673;272492;452694;222373;237092;45200;12631;44;50
0;647823;117946;68213;15404;18524;14110;3184;1166;53;60
0;1686816;147544;117172;43355;15637;38595;15044;2550;53;60
0;1501903;194720;47357;61047;16314;94999;7521;4374;53;60
0;535702;48357;73813;26775;10100;13960;10961;6085;53;60
0;2239;3312;3064;3704;3449;3155;1491;603;53;60
0;4318;12174;9133;15130;10501;2806;221;339;53;60
0;1767447;59134;51298;36221;52952;54518;41925;8739;53;60
0;683064;137529;11571;5015;6395;5590;1266;710;38;50
0;930319;24692;14473;12009;10736;10740;3098;1407;47;54
0;234251;13127;10682;2559;5764;4533;1673;635;48;54
0;1277041;290282;87979;239068;97192;384334;44028;6789;66;51
0;63979;24087;2103;5494;3908;3466;1065;736;66;51
0;1028317;190078;10233;12148;35792;29355;24046;3539;80;48
0;523928;18292;8128;3233;2083;1282;359;514;66;48
0;21883;14801;2514;5556;1604;1418;967;880;57;44
0;485484;265453;70449;5853;29284;11017;8204;2173;30;40
0;205744;8876;3988;4608;4880;2779;1513;1078;30;40
0;111048;19781;14686;12614;1714;3791;1478;455;30;40
0;654247;87505;110289;14063;16769;12035;10785;5274;23;69
0;1342882;84473;5438;6092;9323;13974;3678;782;34;50
0;1772992;280910;19372;37641;36842;19875;5729;2745;34;50
0;59367;36764;45357;30746;14458;16954;5090;1544;34;50
0;1189160;102215;25972;30100;6632;16575;11749;2032;38;50
0;859826;45834;40671;24744;23155;8058;2985;470;38;50
0;976026;21058;8076;18028;17050;5679;3035;1990;51;60
0;287482;75661;42594;12854;8889;5599;5739;2929;48;53
0;52793;42183;9285;5962;1413;2883;945;216;38;64
0;474885;234577;21071;25951;17577;17010;2591;2796;30;54
0;839650;65366;73656;21866;8884;6397;3621;1169;21;61
0;187154;215235;16958;2496;2725;4025;1517;522;14;40
0;18089;5351;4537;3136;1340;1848;634;597;24;51
0;161097;47524;10415;2711;3697;4334;1221;601;26;54
0;91033;21929;10060;12102;5182;3660;1910;297;34;48
0;304332;100415;19706;1629;7538;9898;3804;2172;48;56
0;68677;43328;9976;7663;5759;3063;1127;867;38;47
0;6971;1732;510;1134;1220;788;624;457;48;53
0;14158;41764;5800;8715;2484;4701;5749;1447;48;47
0;194743;21968;5505;8499;9335;4406;1429;340;51;54
0;2303;1745;299;700;1097;555;1230;351;64;53
0;21138;14164;5238;12594;5663;5091;1745;2329;61;57
0;24342;17451;3864;574;1464;976;457;215;54;54
0;85175;69990;41166;3510;4668;5378;1450;2363;47;57
0;16424;27240;4139;840;1751;1696;884;357;35;51
0;6262;3400;226;964;717;431;547;683;30;40
0;6527;5802;2897;10128;4931;3907;3391;2127;44;54
0;4106;6391;1688;1008;1450;1537;386;463;54;48
0;25977;6038;6784;3751;2658;1079;1688;3113;56;69
0;17755;21654;728;490;931;1676;655;1012;54;51
0;15272;92265;22006;8536;6623;3883;3078;2964;38;38
0;22173;47625;797;3051;2573;1625;716;405;23;24
0;44703;39147;11728;4362;5698;2717;1131;2081;20;11
0;6374;18473;3539;1108;742;4448;2456;235;27;27
0;399370;240944;35673;20430;7739;14347;4206;1186;30;23
0;33621;44197;16742;2207;2314;1291;957;464;27;41
0;2003959;297166;83973;18869;33003;25438;19358;3962;29;40
0;8594;9386;9323;2186;12164;6577;2834;1470;35;48
0;4166;6059;1052;2320;3072;3354;1502;390;51;51
0;20097;43836;5319;5307;3076;3089;8926;1354;61;43
0;60447;55396;19133;2201;8803;6954;4342;2464;64;43
0;292000;53972;16336;6203;10137;8116;9919;1960;54;41
0;49553;22645;3719;4800;9531;8426;1092;666;53;38
0;2026118;35137;26003;31144;8833;4703;2981;2356;53;57
0;574512;7067;4967;26976;23437;30182;2106;220;70;64
0;184141;5481;906;714;2212;935;333;250;75;57
0;2211275;213998;242057;72894;328330;166693;21531;4168;75;57
0;605246;13873;3631;2968;818;1767;671;423;75;57
0;1284481;57365;35504;106740;102296;152012;3156;8939;75;57
0;444450;137830;70507;71698;44391;113823;8020;4056;75;57
0;773127;33538;5273;3467;3854;1372;642;433;75;57
0;2269529;263464;20086;22491;35166;18514;11231;7953;61;53
0;106951;8733;5263;5397;392;553;739;204;54;51
0;1496275;974103;5578;51894;144268;72639;8575;14166;34;24
0;114509;95459;15633;4470;2371;9520;21157;1515;29;26
0;2401500;1550329;224704;217368;158716;79855;9848;4941;24;34
0;404529;77036;8616;34543;14710;6191;859;1355;29;24
0;2653015;387546;35035;80077;19931;54260;19371;8251;34;43
0;68026;19081;8059;1605;8661;3860;3777;1048;38;50
0;174022;12025;6671;3645;1614;1534;713;159;43;61
0;62750;14103;1809;2426;859;763;190;76;43;61
0;570581;57464;10417;30432;55815;16972;6450;4369;43;61
0;2815886;98957;27887;26419;29804;21952;3076;1779;43;61
1;729055;111408;72088;52544;26981;27287;6545;1527;50;67
1;1778260;137702;21571;14583;10089;21019;4384;2420;51;64
1;888359;206822;141205;93487;30185;23619;8364;8837;43;78
1;1153612;300637;33981;164536;142882;123670;11793;11454;54;69
1;345329;46389;16095;4733;43057;14866;15958;4914;61;54
1;629969;542703;135046;26855;27732;28933;12313;6091;51;56
1;1397007;607794;118100;297353;225119;165753;96702;33639;61;48
1;800880;215707;53752;19431;22828;29627;9236;1749;53;43
1;441933;190692;18605;27948;10398;9269;3045;908;40;44
1;408187;131929;67217;9621;40528;15317;26062;1781;43;50
1;86154;16306;1932;4244;4186;4234;1228;642;47;44
1;791251;189461;25276;8453;9450;5303;2578;668;34;41
1;6640;17588;5776;3276;8580;11626;6987;3509;53;41
1;14663;23874;16616;4813;5639;2893;11422;2544;51;47
1;88984;106741;62987;26552;21059;2998;9527;1936;29;56
1;2721;6785;5058;3962;679;419;7192;2054;29;78
1;103104;37039;4508;3615;10626;7075;7833;580;21;74
1;552204;648926;16403;20811;21203;21652;7754;1858;14;44
1;2090835;93665;56634;14569;3117;2523;8344;5233;13;47
1;145295;17211;832;1195;1409;889;716;149;17;20
1;98400;13939;1986;3376;1973;1592;3743;274;13;27
1;13214;12498;11128;7422;2933;10706;21324;2784;34;57
1;8888;14581;11067;8523;4640;4649;17587;3614;53;60
1;667962;431666;27598;30323;126846;69017;28000;4535;64;57
1;449813;2683;4610;1660;1533;505;374;146;61;75
1;680793;100421;70016;17284;37324;5037;2174;897;40;74
1;767315;26373;4147;2536;3228;3384;8306;1179;37;56
1;49940;22687;8716;10698;4153;7348;21252;3797;38;75
1;13574;10765;11950;2674;4759;5737;20966;16093;50;67
1;33456;40577;11443;10820;5446;11050;17344;8730;66;63
1;64359;4553;260;2017;1342;1422;1068;234;74;67
1;118468;33119;3423;6285;1627;1253;877;365;56;60
1;2734832;376858;28122;25877;15229;16704;18728;5304;41;41
1;716037;84256;81637;3571;12768;6763;5437;2192;29;50
1;1985266;251799;18669;58360;30719;26358;3552;1105;20;48
1;1611861;574374;135681;31437;25268;11277;7500;8218;14;48
1;2290805;93534;11257;28203;11388;17243;3452;2579;24;57
1;146400;40521;9595;21504;6420;10207;2181;2302;35;54
1;488581;24771;10524;7043;2587;1102;444;246;35;54
1;69863;9944;11115;8235;1447;2379;1705;888;37;75
1;252074;33197;5767;6361;1713;2243;5180;638;47;75
1;35989;33389;2042;4887;5449;11268;18187;2287;64;78
1;517631;78319;21636;15184;13703;7909;2066;1532;63;44
1;675223;18256;6058;8151;10151;7690;848;367;77;48
1;1314917;39985;17889;17165;26232;13557;1593;629;69;50
1;391990;53841;3597;5958;4911;3023;952;682;51;50
1;277556;4235;2119;2086;2108;1214;1144;197;57;56
1;228853;49846;10832;4656;9146;10514;19323;1651;54;50
1;32811;14815;2251;6968;2124;4280;5287;2029;54;50
1;87651;75721;10957;36274;23143;14813;18681;3101;63;61
1;836318;103435;62455;71255;24844;5710;3730;2611;48;67
1;159924;72843;8618;26347;9434;8219;17341;4947;41;75
1;13088;18391;8629;6858;1646;11287;3993;2666;47;75
1;112316;74733;25105;1744;13180;6374;2205;761;41;70
1;1094887;105138;32857;29325;18726;12269;3177;1566;50;63
1;915423;26904;17976;10653;10723;6170;919;527;50;63
1;214994;33461;2370;4080;4363;9022;467;481;60;50
1;1852971;132452;129511;163692;288903;160240;19220;3783;60;50
1;298036;159973;75721;73910;54633;65301;7222;1713;60;50
1;1511950;1271386;224003;167279;82686;146547;15402;5668;48;43
1;2039566;260752;69628;23419;31951;20489;32022;6183;48;43
1;1545803;105178;33675;34423;51476;13103;2895;1221;50;41
1;529171;193859;22865;14280;7037;6152;5235;379;29;47
1;407230;124908;2720;12714;5549;2941;2687;1040;16;37
1;88941;10583;3115;3753;2022;1336;255;147;16;37
1;683662;64249;37498;89407;36927;120078;6110;4418;38;44
1;922351;194504;61761;87923;128696;29918;8735;3231;40;44
1;393517;70042;19510;9919;9784;7018;1305;1786;48;51
1;188575;50074;35577;28905;30490;39030;2925;536;74;69
1;1129412;28573;22493;30739;27218;9333;3427;682;57;74
1;1524499;88881;35104;5425;62340;30250;16982;4703;66;64
1;1661125;122386;9846;127167;21841;57735;10183;3359;78;70
1;291893;840912;119598;87451;46481;161353;7618;3034;69;60
1;210824;492076;32794;67086;40203;7769;4915;1860;50;41
1;1739452;189608;23840;29800;29749;10330;2631;1769;50;41
1;427253;166465;9942;35174;43467;30426;4650;1164;47;41
1;1203856;33970;96092;34757;33530;11188;3251;1663;47;41
1;280526;13800;3190;5157;2025;3359;349;120;43;37
1;675075;94428;15196;11787;4925;12498;3132;1605;43;37
1;465855;83581;3609;6633;10174;2944;1269;538;43;37
1;2674097;416784;132209;16703;24493;29527;7324;2972;35;43
1;1510244;269213;109878;29723;197270;64965;14195;10256;35;43
1;1436106;145968;41157;69587;29875;19555;6499;1401;50;57
1;1317414;2413719;142594;156276;172805;66464;27943;7127;35;51
1;682660;90065;22215;7914;14329;10784;968;861;27;44
1;958263;53020;11365;10008;7645;12208;2210;1296;38;43
1;1600778;53133;119893;115990;215829;117024;12217;7372;38;43
1;81286;15090;9651;5768;21313;4297;1825;423;38;43
1;560031;37060;33979;13996;15042;3290;1117;460;30;48
1;1193716;27951;9170;21935;22546;17480;1713;1488;53;63
1;1139691;50309;16515;26651;7565;10346;2573;926;53;63
1;705925;78084;4590;14346;6375;3599;1870;929;47;61
1;339434;95730;5721;28577;10781;30701;7023;669;50;60
1;150660;50669;24897;9703;10277;5213;2721;1074;54;54
1;561339;213706;96457;148520;32609;23594;11132;4160;40;61
1;666939;59707;49958;32658;43273;15140;10464;2526;48;75
1;723090;129527;58426;33190;32330;26606;8571;1907;48;75
1;1364730;161368;44853;51562;86246;88482;4860;6016;48;75
1;636550;28777;4513;6405;2567;1945;625;365;48;75
1;1502261;727236;814835;832562;655693;259332;52535;11951;48;75
1;869057;286687;64597;28394;19644;10294;4289;3347;29;77
1;1308761;81106;126666;44712;19646;14099;4061;4532;27;88
1;1038344;248231;18866;11615;50591;18805;7604;5001;29;63
1;709412;11931;7811;8118;5844;1734;1001;883;29;63
1;594217;63004;26888;14686;3229;7242;2897;533;26;61
1;1184031;207857;22658;25550;24777;21645;4326;499;37;54
1;601327;19927;43347;10918;2571;7048;1135;816;41;57
1;508256;128387;13045;5461;18068;11393;3756;966;43;61
1;33819;82588;18387;3918;6301;2712;2721;2067;34;50
1;746398;89698;17943;23414;19745;16608;3639;1548;38;57
1;297086;94430;5312;3627;17367;9502;2740;682;38;20
1;2296268;2155611;40097;88014;65538;96397;9783;9819;34;11
1;1103236;67742;15962;62636;32796;29218;6393;8418;51;23
1;326822;40061;13742;36002;20656;4958;4941;786;43;30
1;534914;91724;38064;21757;13674;7942;7534;2403;38;54
1;517027;23320;8253;4760;4725;3582;1140;503;38;54
1;2271771;118704;10271;11400;9285;7396;3691;567;38;54
1;1659058;451708;34762;77644;182150;222461;11902;14241;57;63
1;165287;74683;52763;63382;30198;22320;19175;3862;51;67
1;337779;52501;7088;2401;2950;2740;2712;529;50;51
1;779919;140194;19344;11040;29670;30972;7040;3095;60;37
1;988575;50276;62137;52343;47484;9290;5838;1693;43;60
1;1707981;115597;10293;22982;4901;5063;1789;1289;43;60
1;722819;240550;7299;33565;12552;3950;1869;1274;24;40
1;1799797;57757;23243;28094;5350;3476;2277;492;23;56
1;1769750;1204773;14269;29332;77409;87003;17235;7739;13;43
1;1403660;19031;14875;8580;5969;2379;2551;429;13;41
1;319094;28912;4901;9029;4187;6896;2049;254;13;41
1;1210171;407701;209806;271628;100186;119912;17083;12057;34;61
1;376269;46186;67983;88826;25534;39237;11416;2700;34;61
1;822420;43732;49023;32653;21196;12990;9457;2122;34;61
1;31930;11003;6801;15908;6390;6638;839;142;48;64
1;1062507;417841;111189;15301;34606;104536;7862;5259;56;84
1;2937721;622848;168746;61786;60184;45426;12052;7434;56;75
1;590096;15482;8297;24334;52014;24668;3774;4201;69;67
1;144003;10728;7019;1778;4411;3045;825;575;67;60
1;1876520;88997;14587;32112;26766;19126;3024;1131;66;64
1;602568;29695;10127;3183;3281;2099;813;267;66;64
1;692304;289418;57635;23295;50608;14080;6176;1880;63;60
1;790286;184654;55262;8953;38172;52426;27739;10031;63;60
1;1246635;131817;30191;17554;12197;18190;2312;1309;48;57
1;66137;26912;16853;10596;4171;5438;1332;437;48;57
1;611836;207506;275489;195553;76862;147808;19701;5095;48;57
1;3184175;502555;57653;121263;55532;93893;8452;4539;47;53
1;2134888;680580;246745;269093;236210;209014;20411;6970;48;56
1;640658;23582;13284;34910;12072;16195;2341;1000;64;69
1;341581;273307;32059;64010;52027;18265;7036;2522;57;69
1;2276475;96378;154091;30182;54713;87429;7188;2132;57;69
1;882706;46075;15293;5542;9192;16206;1950;759;63;69
1;1401842;278136;6713;38127;95586;36133;10314;3667;60;56
1;1900294;383580;118609;45985;84706;186121;15873;4672;61;43
1;1330500;315283;171406;982503;663315;820983;41220;68316;83;51
1;621696;42534;7171;12438;10196;11973;3643;1642;83;51
1;553025;22680;13314;13662;34485;21426;1965;608;90;53
1;415394;40704;14234;11480;2837;9932;1961;701;90;53
1;879364;179801;9146;22904;73766;88740;61769;27077;90;53
1;132349;13413;3988;3950;4503;2502;8750;5063;90;53
1;1061850;354230;351412;143118;276098;242106;45086;17485;90;53
1;1519551;44406;6662;34541;40808;25366;2428;1566;90;53
1;1619644;723784;120185;96735;204345;59510;23439;7992;90;53
1;1481992;60612;6061;42684;31580;13035;2410;973;90;53
1;183810;108670;85958;40659;4536;8195;4435;1649;90;53
1;136564;79340;41477;38326;39959;26184;6089;1288;93;69
1;48863;14564;1631;6118;4512;2070;1022;611;83;74
1;67654;10321;30763;8135;12953;23835;2923;1174;83;74
1;1008209;47227;19573;21922;20225;22369;3843;1465;75;70
1;73750;64264;5023;3558;9730;4804;2013;442;60;60
1;159855;7649;3804;4660;3657;1876;444;169;60;60
1;1194321;96487;6067;13577;13776;19988;2500;1187;60;47
1;676050;88802;24189;16933;19613;17004;4412;2265;61;44
1;57585;37471;6161;2413;7277;6031;2344;182;61;44
1;1281436;67328;39918;43718;113222;64654;20299;4975;61;44
1;200083;219173;6969;55649;16854;16888;4492;9079;61;44
1;1295036;345238;251211;41795;56180;161353;36726;7950;61;44
1;324915;24393;8762;5063;2134;6583;959;439;61;44
1;1216755;87751;27454;95684;70889;94726;6149;3595;61;44
1;41712;15687;3014;1206;5734;2288;264;175;66;50
1;2008359;222695;60754;6210;77284;47462;30208;4906;66;50
1;1111851;137152;16150;9134;5720;6976;2702;1083;66;50
1;1891895;753831;453100;170040;74740;210998;27003;10836;0;0
1;97923;7675;7871;781;738;676;708;887;0;0
1;996480;80343;16992;31128;28924;23426;3595;5288;0;0
1;355507;32757;8786;7813;30670;10395;2408;629;0;0
1;215692;24098;6606;3913;9646;18742;11647;3704;0;0
1;589161;48859;14532;5800;15518;8339;3529;611;0;0
1;134587;166564;3069;6750;12711;14373;3546;774;61;44
1;1198312;52033;8016;4515;6836;2855;2690;2566;50;41
1;1541138;75787;48219;58360;42701;21020;4714;2564;50;41
1;888000;119672;74028;20729;17430;21191;4943;4353;41;41
1;430437;277416;55623;59946;69633;13343;12694;12621;27;47
1;204370;27979;3494;1802;1366;518;262;170;27;47
1;86387;61315;16117;10256;17432;6258;8124;4569;27;47
1;374491;419520;16219;26835;50104;21219;10197;2191;20;50
1;662397;378539;48985;126109;128127;57361;33467;7579;20;50
1;386330;41123;3749;38030;18771;28985;18753;6717;20;50
1;313165;57166;37984;19845;28397;12046;3097;654;20;50
1;200004;11110;7859;18506;17125;4722;1783;543;20;50
1;1069552;28472;8566;11416;7083;12483;1782;907;43;56
1;1130144;143993;103675;28089;23707;21763;4478;1911;40;57
1;2438098;841177;605605;323696;126735;171902;30205;10414;53;63
1;490598;91577;67797;12785;25468;11367;3132;1172;57;78
1;351323;610795;59048;59925;55482;63463;7943;4773;43;70
1;231063;68564;2843;22561;11361;7960;2841;1180;47;64
1;1728463;552293;165241;15742;57198;34193;5644;8977;37;56
1;112611;15220;35896;19141;4624;7082;8878;8384;41;64
1;707595;24567;9798;11335;2120;3425;609;817;41;64
1;1216080;109085;2231;52984;47514;44458;11337;1878;54;67
1;496540;292977;101662;104840;46233;51758;12049;12579;56;74
1;343364;45331;27520;11441;6823;9746;4256;11265;67;78
1;582224;106439;34708;50940;22077;8125;20147;17406;67;78
1;139;52;39;23;10;7;4;2;67;78
1;36;8;8;4;11;4;1;2;67;78
1;17842;5265;3852;1903;1552;870;382;577;66;69
1;257396;40043;11157;12993;12344;15637;8767;6198;66;70
1;641202;128533;37840;40435;59297;39970;2954;1617;66;70
1;41260;177469;7612;24852;30052;17041;2209;925;64;63
1;1765182;257191;30584;60638;71697;65535;37770;21868;64;63
1;450049;229141;145798;61114;27951;74175;36758;13543;70;63
1;709728;1396332;281489;316868;297157;389456;72148;7912;81;56
1;340853;39965;2826;4190;4883;1978;816;866;57;51
1;229435;52010;8819;32892;7371;5521;8173;5844;51;61
1;85709;23094;4973;3751;4170;1768;1915;1262;37;56
1;815638;51581;13422;5903;3596;2707;729;384;37;56
1;159845;13630;10314;5480;1717;3501;2880;431;37;56
1;400967;35653;31292;40154;27270;9842;12590;3982;26;64
1;155967;21118;3042;1155;1902;726;608;847;21;66
1;308097;101094;18040;12737;19790;7344;9015;5935;20;60
1;605740;34405;12479;4378;8024;4569;322;306;26;61
1;169844;38826;16107;29725;13596;24325;6590;1457;41;57
1;556337;30506;7238;2890;2534;1407;663;348;41;57
1;957839;28744;10952;6336;5024;1679;1415;573;44;64
1;590063;181731;60802;62963;40479;26237;9027;3294;51;69
1;122237;6011;5640;8362;11419;10963;5003;1354;51;69
1;408572;30752;6520;5010;1544;868;1031;482;51;69
1;397201;89024;5250;18874;12997;5577;1232;1009;43;66
1;2468887;439599;491655;99691;113744;121958;41057;37596;43;66
1;206048;23445;9633;15349;25834;36054;10609;864;43;66
1;692376;61669;10324;12059;3751;6214;3365;1445;43;66
1;1828271;331709;54863;110327;212404;86270;12216;7503;43;66
1;712494;18175;2026;8555;5622;2787;1144;742;27;63
1;797994;123323;35284;17303;25886;9084;1771;1027;27;63
1;470976;209867;65563;113001;134323;56859;25505;12072;47;61
1;511351;393237;222079;206146;70794;54112;8527;4581;47;61
1;1080851;89058;162778;125956;24785;50270;3750;1168;53;69
1;1422901;36552;7855;12034;6896;5434;1317;1259;61;75
1;1465296;330775;49225;14816;23157;17380;4074;2826;53;69
1;403562;45408;20796;8737;8635;2793;1844;432;34;70
1;59605;12134;1138;1929;1149;1544;1141;564;29;56
1;648641;163017;16600;28941;15020;5121;4207;731;13;51
1;2;6;1;1;0;1;0;0;13;51
1;65;7;8;3;3;0;0;0;13;51
0;759872;142577;25740;12947;7264;6663;21277;4669;10;54
0;330479;212517;6017;6879;4545;11741;3392;1448;16;38
0;661909;240186;207052;111042;93069;203496;23259;9469;16;38
0;1614742;248410;183021;121542;105157;76690;21490;7407;20;48
0;540522;16456;16236;2393;1740;2237;469;117;30;57
0;903053;22688;4025;5896;4526;2317;975;669;40;60
0;729389;66576;20269;30487;14087;9423;1192;551;40;60
0;1386702;33287;13660;36930;30976;14172;12151;34223;0;0
0;121902;26141;2579;1410;2331;577;261;262;0;0
0;889176;11413;6722;3331;9127;2076;429;262;0;0
0;2108311;80919;24399;32685;61913;46513;7100;3158;0;0
0;594666;116101;10289;3500;6911;7758;896;364;0;0
0;1183114;264512;150656;100649;50631;14497;4879;5344;0;0
0;1402958;62948;69755;52713;78788;24434;6376;1261;0;0
0;83107;7531;2507;2889;2816;585;320;165;0;0
0;1327523;254317;22590;25846;45434;53603;3275;3366;51;60
0;1572477;58748;25073;10547;6902;3491;1658;712;51;60
